customerid,age,gender,category,orderdate,shipdate,deliverytimedays,latedeliveryflag,unitprice,quantity,discountpercent,revenue,profit,totalordersbycustomer,customerlifetimevalue,campaignname,adspend,shippingprovider,highriskcustomerflag,shippingcost,paymentmethod,customersegment,returned,devicetype,orderstatus,warehouselocation,acquisitionchannel,productcostinr,grossmargininr,couponcodeused,calculated_profit,order_year,order_month,order_day,order_weekday,profit_margin_percent,,,,,,,,
CUST02076,22,Male,Toys,25-05-2023,01-06-2023,7,No,5970.65,4,0,23882.6,5059.244588,20,63682.42287,Clearance,416.95,Indiapost,Yes,150.19,Cash On Delivery,Returning,Yes,Desktop,Delivered,Delhi Wh,Referral,13528.59934,2912.535355,No,10354.00066,2023,5,25,Thursday,21.18380992,,,,,,,,CUST01621
CUST02364,64,Male,Home,22-02-2024,05-03-2024,12,Yes,5358.81,2,15,9109.977,2147.609332,17,46543.55728,New Year Blast,227.2,Not Assigned,No,131.83,Unknown,New,No,Desktop,Delivered,Mumbai Wh,Google Ads,10124.2545,2775.257502,Yes,-1014.2775,2024,2,22,Thursday,23.57425636,,,,,,,,CUST00368
CUST01621,22,Female,Electronics,11-04-2024,21-04-2024,10,Yes,5082.65,4,5,19314.07,8596.865447,42,173003.3891,No Campaign,99.67,Not Assigned,No,219.06,Debit Card,New,Yes,Mobile,Delivered,Mumbai Wh,Organic,1537.444502,1650.178865,Yes,17776.6255,2024,4,11,Thursday,44.51089515,,,,,,,,CUST01746
CUST00368,34,Female,Clothing,26-10-2024,07-11-2024,12,Yes,3493.99,5,20,13975.96,3328.434817,44,34581.3645,No Campaign,0,Bluedart,No,86.53,Unknown,Unknown,Yes,Unknown,Shipped,Bangalore Wh,Referral,6160.555439,1889.810814,Yes,7815.404561,2024,10,26,Saturday,23.8154289,,,,,,,,CUST01904
CUST01746,56,Female,Health,28-07-2022,01-08-2022,4,No,4449.85,2,0,8899.7,2548.354131,31,71318.64857,Clearance,105.38,Not Assigned,No,122.32,Unknown,Unknown,Yes,Unknown,Delivered,Ahmedabad Wh,Referral,5844.816544,371.5935276,No,3054.883456,2022,7,28,Thursday,28.63415768,,,,,,,,CUST02597
CUST01904,58,Female,Home,21-08-2022,31-08-2022,10,Yes,375.52,1,15,319.192,-116.3865285,25,733.7895185,No Campaign,0,Delhivery,Yes,230.28,Credit Card,Returning,Yes,Mobile,Delivered,Mumbai Wh,Email,1353.201425,3793.39841,Yes,-1034.009425,2022,8,21,Sunday,-36.46285887,,,,,,,,CUST00821
CUST02597,50,Female,Beauty,01-09-2022,07-09-2022,6,No,367.21,1,15,312.1285,-10.46203275,10,516.0451487,Festive Sale,0,Not Assigned,Yes,73.31,Unknown,Loyal,No,Unknown,Delivered,Ahmedabad Wh,Email,16898.58931,3063.209161,Yes,-16586.46081,2022,9,1,Thursday,-3.351835142,,,,,,,,CUST02178
CUST00821,29,Female,Electronics,27-01-2024,28-01-2024,1,No,5871.09,6,5,33465.213,11376.17397,24,179075.8794,No Campaign,0,Delhivery,No,176.63,Net Banking,At Risk,Yes,Mobile,Delivered,Mumbai Wh,Email,17367.54261,4884.499687,Yes,16097.67039,2024,1,27,Saturday,33.99402828,,,,,,,,CUST01907
CUST02178,47,Male,Toys,05-01-2023,06-01-2023,1,No,4782.9,1,5,4543.755,1282.024445,32,28725.86547,No Campaign,0,Bluedart,No,146.29,Net Banking,Loyal,No,Tablet,Delivered,Ahmedabad Wh,Google Ads,18264.94349,1832.452686,Yes,-13721.18849,2023,1,5,Thursday,28.21508741,,,,,,,,CUST02724
CUST01907,34,Female,Home,07-09-2024,15-09-2024,8,Yes,2440.99,1,5,2318.9405,791.6186913,18,4485.576861,Summer Bonanza,0,Bluedart,No,231.76,Unknown,Loyal,No,Unknown,Cancelled,Delhi Wh,Email,14887.82435,3364.594206,Yes,-12568.88385,2024,9,7,Saturday,34.13708507,,,,,,,,CUST00341
CUST02724,52,Female,Health,09-02-2024,14-02-2024,5,No,441.81,3,15,1126.6155,213.3317214,49,7542.425337,New Year Blast,66.49,Bluedart,No,260.55,Cash On Delivery,New,Yes,Mobile,Delivered,Mumbai Wh,Referral,14268.17661,4605.771956,Yes,-13141.56111,2024,2,9,Friday,18.93562812,,,,,,,,CUST01338
CUST00341,46,Male,Sports,11-10-2024,22-10-2024,11,Yes,4150.45,3,15,10583.6475,2721.552856,12,45147.62102,No Campaign,184.34,Ecomexpress,Yes,52.98,Debit Card,New,Yes,Tablet,Shipped,Bangalore Wh,Referral,9660.964888,3587.236357,Yes,922.682612,2024,10,11,Friday,25.71469671,,,,,,,,CUST03646
CUST01338,41,Female,Sports,21-01-2022,30-01-2022,9,No,1345.64,6,10,7266.456,1144.355284,17,63280.06949,Clearance,0,Bluedart,No,199.02,Cash On Delivery,Loyal,Yes,Desktop,Delivered,Ahmedabad Wh,Referral,17176.47917,297.521571,Yes,-9910.02317,2022,1,21,Friday,15.74846506,,,,,,,,CUST02155
CUST03646,39,Male,Health,18-01-2023,25-01-2023,7,Yes,941.16,5,20,3764.64,1238.367401,32,11154.33758,No Campaign,0,Ecomexpress,No,102.31,Debit Card,At Risk,No,Mobile,Delivered,Delhi Wh,Facebook Ads,10300.6644,3197.960332,Yes,-6536.0244,2023,1,18,Wednesday,32.89470975,,,,,,,,CUST02140
CUST02155,36,Female,Beauty,21-08-2022,01-09-2022,11,Yes,5427.47,5,0,27137.35,8502.692061,21,56252.60569,Summer Bonanza,360.18,Delhivery,Yes,131.46,Unknown,At Risk,No,Mobile,Cancelled,Bangalore Wh,Facebook Ads,786.893953,2772.41597,No,26350.45605,2022,8,21,Sunday,31.3320647,,,,,,,,CUST00864
CUST02140,56,Female,Health,05-11-2024,17-11-2024,12,Yes,2940.63,4,15,9998.142,4029.223863,25,85900.60896,No Campaign,0,Delhivery,No,96.05,Cash On Delivery,Unknown,Yes,Unknown,Cancelled,Delhi Wh,Google Ads,11781.22534,2546.635358,Yes,-1783.08334,2024,11,5,Tuesday,40.29972632,,,,,,,,CUST01160
CUST00864,39,Male,Health,19-01-2022,28-01-2022,9,Yes,2532.94,2,0,5065.88,1899.641969,29,44899.09234,New Year Blast,118.98,Delhivery,No,291.68,Unknown,Loyal,No,Desktop,Delivered,Mumbai Wh,Email,7931.060305,2809.915441,No,-2865.180305,2022,1,19,Wednesday,37.49875577,,,,,,,,CUST02996
CUST01160,38,Male,Clothing,03-01-2022,12-01-2022,9,No,2415.21,6,0,14491.26,2713.944223,22,27110.17749,Festive Sale,86.5,Indiapost,No,90.99,Upi,New,No,Unknown,Cancelled,Bangalore Wh,Referral,10521.69939,2356.772552,No,3969.56061,2022,1,3,Monday,18.72814526,,,,,,,,CUST00553
CUST02996,58,Male,Electronics,21-05-2024,01-06-2024,11,Yes,4579.61,2,5,8701.259,3304.404983,33,57710.29242,Summer Bonanza,0,Indiapost,No,98.16,Cash On Delivery,Loyal,No,Tablet,Delivered,Ahmedabad Wh,Email,8925.980704,3489.97794,Yes,-224.721704,2024,5,21,Tuesday,37.97617084,,,,,,,,CUST00557
CUST00553,51,Male,Home,06-07-2022,12-07-2022,6,No,3817.8,4,0,15271.2,2290.980369,46,119521.44,Festive Sale,319.84,Ecomexpress,No,128.52,Upi,Loyal,No,Mobile,Delivered,Ahmedabad Wh,Referral,10036.60424,173.0732237,No,5234.59576,2022,7,6,Wednesday,15.0019669,,,,,,,,CUST01482
CUST00557,25,Male,Health,23-12-2023,31-12-2023,8,Yes,2909.43,1,15,2473.0155,708.916666,40,23322.07665,Summer Bonanza,0,Bluedart,Yes,257.61,Credit Card,At Risk,No,Unknown,Delivered,Bangalore Wh,Facebook Ads,2349.739991,1023.942591,Yes,123.275509,2023,12,23,Saturday,28.6660826,,,,,,,,CUST02109
CUST01482,42,Male,Sports,05-04-2022,07-04-2022,2,No,2403.78,1,0,2403.78,866.9372511,34,17908.76642,New Year Blast,528.49,Ecomexpress,No,237.18,Credit Card,At Risk,Yes,Unknown,Delivered,Ahmedabad Wh,Referral,487.7573957,1890.389581,No,1916.022604,2022,4,5,Tuesday,36.06558217,,,,,,,,CUST01901
CUST02109,34,Male,Sports,29-01-2022,05-02-2022,7,Yes,3471.66,4,15,11803.644,1679.965292,10,41584.38113,Summer Bonanza,0,Indiapost,Yes,213.57,Credit Card,Loyal,No,Desktop,Delivered,Delhi Wh,Google Ads,6935.710573,2318.069624,Yes,4867.933427,2022,1,29,Saturday,14.23259878,,,,,,,,CUST01789
CUST01901,30,Male,Electronics,08-08-2024,16-08-2024,8,Yes,1816.69,1,0,1816.69,190.7507858,18,8511.055434,No Campaign,688.05,Bluedart,No,209.4,Credit Card,At Risk,No,Tablet,Delivered,Bangalore Wh,Organic,5239.869723,739.3831052,No,-3423.179723,2024,8,8,Thursday,10.49990839,,,,,,,,CUST00140
CUST01789,26,Male,Electronics,27-11-2024,07-12-2024,10,Yes,3344.91,4,0,13379.64,6087.706206,12,49647.93146,New Year Blast,364.33,Bluedart,No,264.5,Cash On Delivery,At Risk,No,Mobile,Delivered,Ahmedabad Wh,Referral,5151.142754,4118.71529,No,8228.497246,2024,11,27,Wednesday,45.49977582,,,,,,,,CUST00096
CUST00140,53,Male,Clothing,27-11-2024,28-11-2024,1,No,3125.46,3,0,9376.38,2656.199171,44,71856.57671,Festive Sale,0,Delhivery,No,97.08,Upi,At Risk,No,Desktop,Delivered,Delhi Wh,Google Ads,18754.48544,4654.01772,No,-9378.10544,2024,11,27,Wednesday,28.32862118,,,,,,,,CUST02018
CUST00096,24,Male,Beauty,29-11-2024,09-12-2024,10,Yes,4661.84,3,0,13985.52,3048.005069,21,122490.3518,No Campaign,0,Delhivery,Yes,163.85,Upi,At Risk,No,Tablet,Delivered,Ahmedabad Wh,Facebook Ads,16415.90376,3780.955898,No,-2430.38376,2024,11,29,Friday,21.79400601,,,,,,,,CUST01400
CUST02018,63,Female,Beauty,10-11-2024,16-11-2024,6,No,3890.96,1,0,3890.96,1477.102241,10,19908.55367,New Year Blast,0,Delhivery,Yes,57.56,Unknown,Loyal,No,Tablet,Returned,Delhi Wh,Facebook Ads,464.7430684,4651.208437,No,3426.216932,2024,11,10,Sunday,37.96241136,,,,,,,,CUST01019
CUST01400,48,Male,Sports,02-12-2022,08-12-2022,6,No,5692.84,5,10,25617.78,10092.55265,45,253297.3168,Festive Sale,81.5,Not Assigned,Yes,200.77,Cash On Delivery,At Risk,No,Desktop,Delivered,Mumbai Wh,Organic,372.6403661,3741.784726,Yes,25245.13963,2022,12,2,Friday,39.39667157,,,,,,,,CUST00855
CUST01019,54,Female,Electronics,13-10-2022,19-10-2022,6,No,3017.47,6,5,17199.579,4272.325832,19,82340.64502,Festive Sale,0,Not Assigned,No,127.97,Upi,New,Yes,Tablet,Delivered,Delhi Wh,Email,15582.61851,2261.174492,Yes,1616.96049,2022,10,13,Thursday,24.83971167,,,,,,,,CUST03220
CUST00855,18,Male,Electronics,09-04-2024,21-04-2024,12,Yes,4309.55,3,5,12282.2175,5099.596545,14,55681.07439,Festive Sale,0,Ecomexpress,Yes,271.54,Cash On Delivery,Unknown,Yes,Desktop,Cancelled,Ahmedabad Wh,Email,19700.2395,2026.351569,Yes,-7418.022,2024,4,9,Tuesday,41.52016153,,,,,,,,CUST00710
CUST03220,56,Male,Sports,29-07-2024,06-08-2024,8,Yes,2611.77,2,0,5223.54,793.2997862,5,46820.43174,New Year Blast,409.13,Delhivery,No,297.14,Debit Card,Returning,Yes,Desktop,Delivered,Delhi Wh,Referral,9411.085919,915.3569713,No,-4187.545919,2024,7,29,Monday,15.18701467,,,,,,,,CUST00856
CUST00710,42,Female,Home,28-09-2024,30-09-2024,2,No,1788.78,5,10,8049.51,3504.901848,33,25891.9923,No Campaign,203.88,Ecomexpress,No,86.57,Upi,Loyal,Yes,Tablet,Delivered,Ahmedabad Wh,Facebook Ads,8775.969343,523.590501,Yes,-726.459343,2024,9,28,Saturday,43.54180376,,,,,,,,CUST00160
CUST00856,19,Male,Beauty,15-08-2023,20-08-2023,5,No,5941.8,6,0,35650.8,8946.914789,37,69199.68054,No Campaign,680.9,Indiapost,Yes,298.76,Unknown,Loyal,No,Unknown,Delivered,Bangalore Wh,Google Ads,5661.325598,1176.129582,No,29989.4744,2023,8,15,Tuesday,25.09597201,,,,,,,,CUST02440
CUST00160,20,Male,Home,03-01-2024,04-01-2024,1,No,2531.77,1,20,2025.416,765.4240172,1,10214.21427,Festive Sale,0,Ecomexpress,Yes,88.95,Upi,Unknown,Yes,Tablet,Delivered,Bangalore Wh,Organic,13399.34807,2707.465088,Yes,-11373.93207,2024,1,3,Wednesday,37.79095342,,,,,,,,CUST00128
CUST02440,25,Female,Clothing,04-09-2022,08-09-2022,4,No,4754.91,2,20,7607.856,2729.769089,5,74736.42244,Festive Sale,368.99,Ecomexpress,No,170.12,Upi,Returning,No,Unknown,Returned,Mumbai Wh,Email,9538.658343,761.2410405,Yes,-1930.802343,2022,9,4,Sunday,35.88092478,,,,,,,,CUST03380
CUST00128,40,Male,Toys,11-04-2024,13-04-2024,2,No,4876.74,1,0,4876.74,1498.053351,12,36195.86447,Summer Bonanza,468.41,Delhivery,No,207.9,Cash On Delivery,Loyal,Yes,Mobile,Shipped,Delhi Wh,Referral,3516.870431,4760.701376,No,1359.869569,2024,4,11,Thursday,30.71833542,,,,,,,,CUST01335
CUST03380,28,Male,Home,10-07-2023,16-07-2023,6,No,2807.84,4,15,9546.656,2918.267161,40,72441.78967,Festive Sale,127.67,Bluedart,No,127.45,Net Banking,At Risk,Yes,Tablet,Delivered,Mumbai Wh,Referral,9731.218123,1170.66204,Yes,-184.562123,2023,7,10,Monday,30.56847509,,,,,,,,CUST03908
CUST01335,57,Female,Sports,11-03-2022,12-03-2022,1,No,5733.49,2,15,9746.933,3794.784571,12,63803.16734,Clearance,0,Indiapost,No,288.68,Upi,New,Yes,Tablet,Shipped,Bangalore Wh,Facebook Ads,7652.146033,4184.793837,Yes,2094.786967,2022,3,11,Friday,38.93311436,,,,,,,,CUST03800
CUST03908,58,Male,Beauty,21-08-2022,24-08-2022,3,No,1923.52,4,15,6539.968,3027.810732,8,57629.37159,Festive Sale,0,Not Assigned,No,63.48,Cash On Delivery,New,Yes,Desktop,Shipped,Delhi Wh,Google Ads,17818.15708,4112.212918,Yes,-11278.18908,2022,8,21,Sunday,46.29702671,,,,,,,,CUST03473
CUST03800,30,Female,Toys,15-04-2023,18-04-2023,3,No,1529.94,1,5,1453.443,518.5721907,5,2419.858744,Festive Sale,334.84,Ecomexpress,No,39.77,Net Banking,Returning,Yes,Mobile,Delivered,Delhi Wh,Google Ads,15477.41488,791.8987714,Yes,-14023.97188,2023,4,15,Saturday,35.67888047,,,,,,,,CUST01985
CUST03473,60,Male,Electronics,01-04-2022,13-04-2022,12,Yes,356.23,2,20,569.968,-163.2971812,5,4922.848526,No Campaign,0,Not Assigned,No,280.01,Debit Card,Loyal,Yes,Mobile,Shipped,Mumbai Wh,Email,14084.69936,3582.639953,Yes,-13514.73136,2022,4,1,Friday,-28.65023672,,,,,,,,CUST00636
CUST01985,44,Male,Sports,25-09-2023,04-10-2023,9,Yes,5756.51,1,10,5180.859,1330.738709,43,43194.80799,Summer Bonanza,0,Delhivery,No,150.23,Upi,Loyal,Yes,Desktop,Delivered,Mumbai Wh,Referral,6677.772418,4138.157801,Yes,-1496.913418,2023,9,25,Monday,25.68567701,,,,,,,,CUST03722
CUST00636,29,Male,Clothing,17-07-2022,18-07-2022,1,No,826.15,5,10,3717.675,962.2447761,17,10063.42147,Summer Bonanza,0,Not Assigned,No,143.88,Unknown,Returning,Yes,Tablet,Shipped,Delhi Wh,Facebook Ads,2964.384563,4433.008073,Yes,753.290437,2022,7,17,Sunday,25.88297191,,,,,,,,CUST03771
CUST03722,20,Male,Electronics,04-05-2022,10-05-2022,6,No,698.34,1,20,558.672,26.65003397,5,4933.322107,Summer Bonanza,383,Not Assigned,No,78.82,Upi,Loyal,No,Mobile,Shipped,Delhi Wh,Google Ads,17320.64389,4774.50006,Yes,-16761.97189,2022,5,4,Wednesday,4.770246937,,,,,,,,CUST00771
CUST03771,51,Female,Sports,18-11-2023,28-11-2023,10,Yes,5200.35,4,15,17681.19,7802.809219,8,98282.97375,Summer Bonanza,0,Delhivery,Yes,237.08,Debit Card,Loyal,No,Desktop,Delivered,Delhi Wh,Referral,6986.398252,4657.506976,Yes,10694.79175,2023,11,18,Saturday,44.13056598,,,,,,,,CUST01062
CUST00771,26,Female,Electronics,07-01-2023,13-01-2023,6,No,2626.69,6,5,14972.133,2887.003332,38,83096.84633,Clearance,0,Delhivery,No,256.73,Unknown,Loyal,No,Desktop,Delivered,Mumbai Wh,Google Ads,11940.54053,1624.571582,Yes,3031.59247,2023,1,7,Saturday,19.28251193,,,,,,,,CUST02591
CUST01062,26,Female,Health,27-07-2023,30-07-2023,3,No,2083.15,5,20,8332.6,2104.823573,34,79447.28229,Festive Sale,484.23,Bluedart,No,292.87,Cash On Delivery,Loyal,No,Desktop,Delivered,Ahmedabad Wh,Organic,11898.34624,1411.514138,Yes,-3565.74624,2023,7,27,Thursday,25.26010577,,,,,,,,CUST03355
CUST02591,46,Female,Sports,11-04-2024,23-04-2024,12,Yes,3014.57,6,0,18087.42,8930.791707,38,134336.427,No Campaign,433.06,Indiapost,No,69.16,Net Banking,New,Yes,Unknown,Delivered,Bangalore Wh,Google Ads,18575.45102,2047.89904,No,-488.03102,2024,4,11,Thursday,49.37570813,,,,,,,,CUST00358
CUST03355,62,Male,Health,14-04-2022,15-04-2022,1,No,3564.36,1,5,3386.142,379.5431517,34,24879.93869,No Campaign,256.13,Not Assigned,No,265.02,Unknown,New,Yes,Desktop,Shipped,Bangalore Wh,Google Ads,3600.127946,2378.530714,Yes,-213.985946,2022,4,14,Thursday,11.20871929,,,,,,,,CUST00290
CUST00358,30,Male,Electronics,18-11-2023,19-11-2023,1,No,4151.89,5,10,18683.505,8154.419942,16,99463.45656,Clearance,140.75,Indiapost,No,179.61,Net Banking,Loyal,Yes,Tablet,Shipped,Mumbai Wh,Referral,15478.58016,1246.036583,Yes,3204.92484,2023,11,18,Saturday,43.6450224,,,,,,,,CUST03097
CUST00290,58,Male,Beauty,25-05-2024,26-05-2024,1,No,2453.53,5,5,11654.2675,5524.634656,46,59761.93553,Summer Bonanza,233.79,Indiapost,Yes,294.02,Unknown,Unknown,No,Tablet,Delivered,Delhi Wh,Google Ads,9359.293435,521.8076605,Yes,2294.974065,2024,5,25,Saturday,47.40439205,,,,,,,,CUST03981
CUST03097,31,Male,Beauty,29-09-2023,09-10-2023,10,Yes,5690.9,6,5,32438.13,9595.440691,44,286400.9315,No Campaign,0,Bluedart,No,220.68,Upi,Returning,No,Mobile,Delivered,Bangalore Wh,Google Ads,3660.089829,3317.273472,Yes,28778.04017,2023,9,29,Friday,29.58074553,,,,,,,,CUST02673
CUST03981,42,Female,Health,30-09-2024,06-10-2024,6,No,2680.15,5,20,10720.6,2402.947713,44,103509.3695,Clearance,0,Delhivery,Yes,123.14,Net Banking,New,No,Mobile,Delivered,Bangalore Wh,Organic,16745.64442,953.7798425,Yes,-6025.04442,2024,9,30,Monday,22.41430249,,,,,,,,CUST00622
CUST02673,30,Male,Electronics,24-01-2023,26-01-2023,2,No,3368.56,4,0,13474.24,5336.984486,21,92206.63072,New Year Blast,0,Ecomexpress,No,137.64,Debit Card,Loyal,Yes,Tablet,Delivered,Bangalore Wh,Google Ads,16438.7543,4583.008442,No,-2964.5143,2023,1,24,Tuesday,39.60879787,,,,,,,,CUST02765
CUST00622,52,Male,Electronics,25-09-2022,06-10-2022,11,Yes,5801.61,6,0,34809.66,16818.76407,44,53441.10203,No Campaign,0,Delhivery,No,193.49,Credit Card,New,Yes,Mobile,Delivered,Bangalore Wh,Google Ads,995.611715,1509.655535,No,33814.04829,2022,9,25,Sunday,48.31636985,,,,,,,,CUST02255
CUST02765,58,Male,Toys,05-09-2022,11-09-2022,6,No,5118.16,2,5,9724.504,3325.878842,12,47778.47101,No Campaign,319.11,Indiapost,No,225,Unknown,New,No,Mobile,Delivered,Delhi Wh,Referral,14246.91235,1068.66258,Yes,-4522.40835,2022,9,5,Monday,34.20101264,,,,,,,,CUST03905
CUST02255,49,Male,Sports,20-11-2024,27-11-2024,7,Yes,1310.11,6,0,7860.66,2472.369269,35,32660.18584,Summer Bonanza,650.55,Ecomexpress,No,72.2,Unknown,Returning,Yes,Mobile,Returned,Mumbai Wh,Facebook Ads,3239.693746,1051.374947,No,4620.966254,2024,11,20,Wednesday,31.45243871,,,,,,,,CUST00232
CUST03905,53,Male,Home,20-01-2022,29-01-2022,9,Yes,5078.19,1,20,4062.552,939.9787477,38,23578.62322,Summer Bonanza,689.02,Not Assigned,Yes,232.82,Debit Card,Unknown,Yes,Desktop,Delivered,Delhi Wh,Organic,12285.13493,1518.39562,Yes,-8222.58293,2022,1,20,Thursday,23.13764224,,,,,,,,CUST02929
CUST00232,41,Male,Toys,16-09-2022,25-09-2022,9,Yes,5794.97,3,0,17384.91,2676.826859,8,38502.48589,Clearance,416.96,Indiapost,No,176.96,Cash On Delivery,New,Yes,Desktop,Delivered,Delhi Wh,Google Ads,12947.2921,3099.612368,No,4437.6179,2022,9,16,Friday,15.39741568,,,,,,,,CUST02276
CUST02929,35,Male,Electronics,18-06-2024,23-06-2024,5,No,3609.71,6,0,21658.26,4672.032118,39,215178.1732,Festive Sale,0,Bluedart,No,126.49,Unknown,Loyal,No,Mobile,Cancelled,Bangalore Wh,Facebook Ads,13371.8421,4893.753247,No,8286.4179,2024,6,18,Tuesday,21.57159494,,,,,,,,CUST02446
CUST02276,20,Female,Beauty,07-07-2024,15-07-2024,8,Yes,3819.03,4,0,15276.12,4269.085496,43,139422.4691,Clearance,0,Bluedart,No,196.37,Upi,Loyal,Yes,Tablet,Delivered,Bangalore Wh,Referral,2577.917876,2482.715868,No,12698.20212,2024,7,7,Sunday,27.94613747,,,,,,,,CUST02143
CUST02446,24,Male,Clothing,29-07-2023,30-07-2023,1,No,4771.69,3,15,12167.8095,5838.621451,27,111898.5185,New Year Blast,0,Delhivery,No,183.04,Credit Card,At Risk,No,Mobile,Returned,Delhi Wh,Organic,12046.655,3038.422122,Yes,121.1545,2023,7,29,Saturday,47.98416224,,,,,,,,CUST01932
CUST02143,27,Male,Electronics,05-07-2024,12-07-2024,7,No,3062.88,2,15,5206.896,1503.655445,46,30753.63925,Clearance,440.91,Bluedart,No,107.89,Cash On Delivery,Loyal,Yes,Mobile,Returned,Delhi Wh,Referral,2177.291587,4228.736998,Yes,3029.604413,2024,7,5,Friday,28.87815399,,,,,,,,CUST02004
CUST01932,48,Female,Sports,07-12-2023,17-12-2023,10,Yes,5122.07,6,15,26122.557,6839.214773,5,150112.3081,New Year Blast,0,Indiapost,No,276.04,Net Banking,At Risk,No,Mobile,Delivered,Delhi Wh,Facebook Ads,14961.97291,1736.783479,Yes,11160.58409,2023,12,7,Thursday,26.18126079,,,,,,,,CUST00092
CUST02004,58,Male,Health,26-04-2023,02-05-2023,6,No,1956.9,4,15,6653.46,2869.310979,6,11923.65255,Festive Sale,0,Not Assigned,No,38,Credit Card,Returning,Yes,Unknown,Delivered,Ahmedabad Wh,Organic,1462.143725,981.3956954,Yes,5191.316275,2023,4,26,Wednesday,43.1250955,,,,,,,,CUST01765
CUST00092,63,Male,Electronics,12-03-2022,18-03-2022,6,No,4389.37,3,0,13168.11,2764.584112,10,115234.1076,Festive Sale,0,Bluedart,No,223.4,Credit Card,New,No,Tablet,Delivered,Bangalore Wh,Google Ads,15204.65848,2224.772232,No,-2036.54848,2022,3,12,Saturday,20.99453993,,,,,,,,CUST03514
CUST01765,21,Male,Beauty,11-09-2024,21-09-2024,10,Yes,1842.97,2,0,3685.94,585.9449287,29,12050.20975,Clearance,0,Not Assigned,No,222.07,Cash On Delivery,At Risk,No,Unknown,Delivered,Mumbai Wh,Facebook Ads,17693.1496,1661.594094,No,-14007.2096,2024,9,11,Wednesday,15.8967571,,,,,,,,CUST00610
CUST03514,31,Male,Electronics,05-10-2024,12-10-2024,7,Yes,314.75,1,15,267.5375,-172.1610065,29,1023.151575,Summer Bonanza,0,Not Assigned,No,226.4,Upi,At Risk,Yes,Mobile,Delivered,Mumbai Wh,Referral,6111.12452,4344.03557,Yes,-5843.58702,2024,10,5,Saturday,-64.35023371,,,,,,,,CUST00978
CUST00610,64,Female,Electronics,15-10-2022,17-10-2022,2,No,2291.93,4,10,8250.948,2099.272301,9,64318.38506,Festive Sale,411.36,Not Assigned,No,219.2,Unknown,Unknown,No,Tablet,Delivered,Mumbai Wh,Organic,15610.1813,4891.905247,Yes,-7359.2333,2022,10,15,Saturday,25.44280125,,,,,,,,CUST02938
CUST00978,54,Female,Electronics,30-01-2024,31-01-2024,1,No,4467.66,3,0,13402.98,5274.829882,22,105976.7058,Summer Bonanza,74.21,Not Assigned,Yes,233.9,Unknown,Loyal,No,Tablet,Delivered,Ahmedabad Wh,Facebook Ads,8466.919944,3472.752275,No,4936.060056,2024,1,30,Tuesday,39.35564988,,,,,,,,CUST00239
CUST01399,61,Female,Sports,29-06-2022,06-07-2022,7,Yes,1378.56,4,20,4411.392,1476.9769,30,6763.76995,Summer Bonanza,0,Not Assigned,No,153.69,Upi,Loyal,No,Tablet,Delivered,Ahmedabad Wh,Facebook Ads,15994.72941,3303.427723,Yes,-11583.33741,2022,6,29,Wednesday,33.48097154,,,,,,,,CUST03407
CUST02938,27,Female,Home,03-06-2024,07-06-2024,4,No,454.3,6,0,2725.8,1175.156717,46,24706.74955,Clearance,475.59,Indiapost,No,156.99,Credit Card,Loyal,No,Desktop,Delivered,Mumbai Wh,Referral,13787.79692,3599.683736,No,-11061.99692,2024,6,3,Monday,43.1123603,,,,,,,,CUST01421
CUST00239,42,Male,Health,17-04-2022,19-04-2022,2,No,3759.83,1,0,3759.83,1589.80282,29,7899.002352,No Campaign,302.22,Not Assigned,No,267.71,Cash On Delivery,At Risk,Yes,Mobile,Returned,Mumbai Wh,Referral,5924.982144,2391.562621,No,-2165.152144,2022,4,17,Sunday,42.28390167,,,,,,,,CUST00994
CUST03407,56,Female,Beauty,17-01-2022,23-01-2022,6,No,2624.65,4,5,9973.67,2896.667957,13,40447.07217,New Year Blast,0,Not Assigned,No,225.66,Unknown,New,No,Tablet,Delivered,Mumbai Wh,Google Ads,4035.926445,3181.093128,Yes,5937.743555,2022,1,17,Monday,29.04315018,,,,,,,,CUST03615
CUST01421,54,Male,Health,26-05-2023,02-06-2023,7,No,4289.17,1,15,3645.7945,1644.774089,11,7624.854931,Festive Sale,232.52,Indiapost,Yes,156.54,Cash On Delivery,Loyal,No,Mobile,Delivered,Delhi Wh,Google Ads,18311.8943,449.1789044,Yes,-14666.0998,2023,5,26,Friday,45.11428412,,,,,,,,CUST03656
CUST00994,58,Female,Home,14-04-2022,22-04-2022,8,Yes,2993.69,1,10,2694.321,1219.9802,37,24909.0984,New Year Blast,235.81,Not Assigned,Yes,54.29,Debit Card,Loyal,Yes,Mobile,Delivered,Bangalore Wh,Facebook Ads,16811.78758,2517.899527,Yes,-14117.46658,2022,4,14,Thursday,45.27969013,,,,,,,,CUST03554
CUST03771,52,Male,Toys,15-02-2022,26-02-2022,11,Yes,2537.99,2,5,4822.181,2269.361434,47,24591.33941,Summer Bonanza,0,Delhivery,Yes,55.74,Net Banking,Loyal,Yes,Mobile,Returned,Ahmedabad Wh,Referral,13266.05996,1728.59644,Yes,-8443.87896,2022,2,15,Tuesday,47.06089286,,,,,,,,CUST01559
